id,system,user,intent
150,Is there anything else I can help you with.,What other dates of matches are there,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {}"
151,From the album Nirvana. Enjoy.,Thanks. Will you make a transfer?,"Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}"
152,abadi esfandiar in palo alto,find someone else,"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {}"
153,Santa Fe Depot is the origin station for the bus.,"What about the destination, which bus station will it arrive to?","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: destination_station_name
Slot values: {}"
154,Your request for apartment visit has been scheduled.,"I appreciate it. Thank you, that would be all.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}"
155,There's a Blue Jays Vs Rangers game at Rogers Centre on March 3rd.,That's a good one. When I am available on that day?,"Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': '[CLS]'}"
156,Where are you planning to visit?,I am traveling to CDMX.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'destination_city': 'CDMX'}"
157,You can check out Balboa Theatre which is s Performing Arts venue.,Great. I want to book one room in a hotel there.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '1', 'location': '[CLS]'}"
158,Please confirm your reservation for 3 people for the Colin James event in Vancouver on March 8th.,"Sure, that's fine for me.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
159,"The car has been booked, it has a price of $48.",Thanks a lot. What child-friendly Tourist Attraction are there in the city?,"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {}"
160,An appointment on March 11th at 11:15 am. Is it correct?,"Yes, It's correct. Do they also offer cosmetic services?","Service name: Services_2
Active intent: BookAppointment
Requested slots: offers_cosmetic_services
Slot values: {}"
161,please confirm your ride to 1450 east cotati avenue for 3 people on a pool ride,yes i confirm,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}"
162,"Okay, and what do you want to watch? And where?",I'd like to watch Captain Marvel in Petaluma.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'location': 'Petaluma', 'movie_name': 'Captain Marvel'}"
163,Let me see if I got everything correctly: You'd like to reserve 1 room at the 11 Howard hotel in New York for 3 days. You'll be checking in next Wednesday. Correct?,"Yes, sounds perfect. Please let me have the hotel's phone number.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: phone_number
Slot values: {}"
164,"Okay, you want to visit Mission Park on March 11th. Please confirm.",I want on 10th of this month.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': '10th of this month'}"
165,At what time is the event?,It is scheduled at quarter past 2 in the afternoon.,"Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {'event_time': 'quarter past 2 in the afternoon'}"
166,"You should check out the popular tourist attraction, the Hollywood Walk of Fame.","Okay, that sounds fun to check out.","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
167,The bus will be $25 leaving at 6 am with 0 transfers.,Which bus station am I going from and reaching?,"Service name: Buses_1
Active intent: FindBus
Requested slots: from_station, to_station
Slot values: {}"
168,Was there something else I can help with?,I'll need a hotel room while I'm there.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'destination': '[CLS]'}"
169,Do you care to make reservations?,"Sure, let's do it.","Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}"
170,Which city?,Walnut Creek.,"Service name: Services_1
Active intent: FindProvider
Requested slots: 
Slot values: {'city': 'Walnut Creek'}"
171,I've booked your appointment.,Thanks.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {}"
172,,Please help me find a dentist.,"Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {}"
173,"Sure, no problem. Please confirm that the reservation is for March 14th at 11:30 am.",That is correct. May I have their phone number?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: phone_number
Slot values: {'party_size': '2'}"
174,What day do you want to return it?,I need a large car and I will be returning in on the 12th.,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'car_type': 'Full-size', 'dropoff_date': 'the 12th'}"
175,"I sure can. I'll need to know which day you are looking to check in, the preferred city you would like to stay in, and how many people are in your group of friends.",There are five of us and we are looking to check in to a house in Atlanta on March 6th.,"Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {'number_of_adults': '5', 'check_in_date': 'March 6th', 'where_to': 'Atlanta'}"
176,Please confirm: 1 ticket for American Airlines.,Sounds good.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'seating_class': 'Economy'}"
177,It arrives at Santa Fe Depot.,Sounds good.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '[CLS]'}"
178,They have laundry service and their phone number is +1 917-409-0800.,That is perfect.,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {}"
179,"No problem, there are 7 attractions you may like. Try Gas Works Park, which is a nice park to visit.","That sounds nice, I want to find games to go there while I'm there, preferably a soccer game. I need to go on the 13th of this month.","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
180,"How about Dogman, Hackers, or High Life?","Oh, Hackers is awesome. I'll watch that one.","Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'title': 'Hackers'}"
181,"Well, there are 3 choices. Try the Antioch Double Dragon.","Fine, I want a movie near there at Amc Deer Valley.","Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'restaurant_name': 'Double Dragon'}"
182,I found a Delta Airlines flight that departs at 9:35 am with 1 stop for $208.,That flight works for me.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}"
183,Is is a unisex salon. Their phone number is 415-987-5893. The booking was not successful. Would you be interested in an appointment at 10:30 am on March 4th at Ap Luxe Salon?,Yes. That is correct.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '10 : 30 am'}"
184,I found 1 flight from Southwest Airlines that leaves at 4:25 am and returns at 2:50 pm. It costs $250,Which airport does it leave from? Is it refundable?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: origin_airport, refundable
Slot values: {}"
185,"I searched and found 10 hotels. How about the AC Hotel by Marriott Atlanta Buckhead at Phipps Plaza? It's a very good hotel, with an average rating of 4.5.",I'd like to know my other options. Keep in mind I want just 1 room.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '1'}"
186,August 1 Five is also in San Francisco.,That would be fine. I would like to make a reservation for 11 am.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'date': '[CLS]', 'restaurant_name': 'August 1 Five', 'time': '11 am'}"
187,Your transfer is done.,Play me a movie on the web right now.,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}"
188,this will be in august hall at 8 pm,"thank you, please also find me a round trip flight","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
189,The address is 1234 West 7th Street.,That sounds great. I want to reserve 3 tickets.,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '3', 'event_name': '[CLS]'}"
190,The cost is $24 per individual.,Where is the theater located?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: street_address
Slot values: {}"
191,,I need to find a hotel.,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {}"
192,Do you wish to buy tickets?,I don't want tickets but I want to find a restaurant there.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': '[CLS]'}"
193,What day are you checking out and checking in.,I am checking in on 1st of march and checking out on the 9th of this month.,"Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {'check_in_date': '1st of march', 'check_out_date': '9th of this month'}"
194,,Hello! I'm wondering if you could help me find a movie?,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {}"
195,You want a table for 4 at Playa Mill Valley in Mill Valley at 4:30 pm on March 1st?,"Yes, I do.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
196,There is no laundry. Here is that number +1 877-972-6378.,I only need the house for 1 are there more options?,"Service name: Hotels_2
Active intent: SearchHouse
Requested slots: 
Slot values: {'number_of_adults': '1'}"
197,Where would you be departing from?,From San Francisco.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'origin_city': 'San Francisco'}"
198,At what time will that be?,It'll be at 5:30 pm.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': '5 : 30 pm'}"
199,,I need a standard rental car for the 9th of March.,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'car_type': 'Standard', 'pickup_date': '9th of March'}"
200,Shall we proceed with tickets booking for this bus now?,"No, we will do it later. Now, I need a Car for rent from Vancouver, BC up to the 11th and a small car is enough to me. Can you search for the one?","Service name: Buses_1
Active intent: 
Requested slots: 
Slot values: {}"
201,Would you like to leave on March 7th?,I want to leave the day after tomorrow.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'day after tomorrow'}"
202,,I need to go out of town for a work conference. Can you find some one-way flights?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}"
203,Want to play it right now?,"No, not right now.","Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}"
204,Anything else today?,"No, I'm good.","Service name: Music_1
Active intent: 
Requested slots: 
Slot values: {}"
205,Your tickets have been purchased.,What is the bus station arrival station?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: to_station
Slot values: {}"
206,"Sure Here's what I have 3 pm, March 1st for The salon Breds Barbershop.",That's great. Is it unisex? What's their contact number?,"Service name: Services_1
Active intent: BookAppointment
Requested slots: is_unisex, phone_number
Slot values: {}"
