output,input,instruction
"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'category': 'rock', 'city': 'Phoenix'}","system: It is considered an international event.
user: I think I will pass on that. Are there any other events you can show me? I am hoping for something rock music related, but in Phoenix instead of San Diego.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'event_name': '[CLS]'}","system: This is a Pop event on 1234 West 7th Street.
user: Great. I would like to reserve tickets to that event.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}","system: I have successfully reserved your car and the name of the car is Accord.
user: Thank you! Can you find me a hotel around Phoenix?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2', 'area': 'Petaluma'}","system: Of course! In what area are you searching? And how many bedrooms would you want?
user: Petaluma is a great neighborhood. It would be great if the apartment has 2 bedrooms.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'category': 'Nature Preserve', 'good_for_kids': 'True'}","system: You could check out California Automobile Museum. It's a museum.
user: Any other attractions besides that? I want a kid friendly wildlife spot attraction.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'area': 'Sausalito'}","system: What area are you looking in?
user: I would like to live in Sausalito.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'restaurant_name': 'Harumi'}","system: In which restaurant?
user: In Harumi, please","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: BookAppointment
Requested slots: phone_number, street_address
Slot values: {}","system: Your are now confirmed.
user: What is their phone and address?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'car_type': 'Standard', 'pickup_date': 'March 10th'}","system: 
user: I want to reserve a medium-sized car on March 10th","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}","system: Enjoy.
user: Thanks, that's all for now.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {}","system: How about Suburban Birds?
user: Is there any other options?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_2
Active intent: 
Requested slots: 
Slot values: {}","system: Would you like to make a reservation?
user: No, not right now. That's all for now.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': '[CLS]'}","system: Your ride has been confirmed and is in transit.
user: Can you recommend a restaurant in that area?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '5', 'date': '14th of this month'}","system: Please confirm I have everything correct: A table for 2 people at Auryn Thai Cuisine in San Anselmo for 1 pm today.
user: No it is for five people and on the 14th of this month.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '2'}","system: 
user: We have to arrange a party in the hotel for my relatives on a memorable occasion. Is there any suitable hotel to book 2 rooms.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'category': 'Museum', 'good_for_kids': 'True', 'location': 'San Fran'}","system: Can you tell me where I should look for the attractions?
user: I am interested in finding a Museum in San Fran which welcomes children.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: 
Requested slots: 
Slot values: {}","system: Is there anything else I can help you with?
user: No, thank you.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Banks_1
Active intent: TransferMoney
Requested slots: 
Slot values: {'account_type': 'savings', 'amount': '1550 bucks', 'recipient_account_name': 'Srinivas'}","system: How much would you like to transfer? Who are you transferring the money to? Which account would you like me to use?
user: I'm transferring 1550 bucks to Srinivas. Use my savings account.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {'destination': '[CLS]'}","system: There are 6 possibilities. There's a bus leaving at 11:10 AM for a $53 flexible fare.
user: Okay, good. Could you also find a hotel room for me?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}","system: Please confirm: You want me to a reservation for 3 rooms for 1 day in a Atrium Inn Vancouver located in Vancouver with the check in date as March 1st.
user: Yes, That is correct.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: GetEventDates
Requested slots: time, venue_address
Slot values: {}","system: There is a Mets Vs Dodgers event at Citi Field tomorrow.
user: Wht is the address and what time does it start?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {}","system: Your ticket purchase has been confirmed.
user: Great. Thank you for all your help.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
