id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
35,Please confirm the following: Play Breakthrough with no subtitles.,"No, I want subtitles.","Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}",Welcome! What movie would you like to watch today?,"I would like to watch a classic movie with subtitles, please.","[0.7, 0.8, 0.6, 0.85, 0.4]","[0.8, 0.6, 0.7, 0.75, 0.5]","[0.14639726281166077, 0.22829437255859375, 0.21415460109710693, 0.16092097759246826, 0.2502327859401703]","[0.15549547970294952, 0.22457146644592285, 0.21300438046455383, 0.16119574010372162, 0.24573296308517456]","[0.5536027371883392, 0.5717056274414063, 0.38584539890289304, 0.6890790224075317, 0.14976721405982973]","[0.6445045202970505, 0.3754285335540771, 0.4869956195354461, 0.5888042598962784, 0.25426703691482544]"
36,What time do you want to eat?,Book a table for 2 at eleven in the morning.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2', 'time': 'eleven in the morning'}",Hello! Welcome to our restaurant. How can I assist you today?,Hi there! I'd like to make a reservation for two at eleven in the morning.,"[0.5, 0.6, 0.7, 0.8, 0.4]","[0.7, 0.8, 0.6, 0.8, 0.3]","[0.1523047685623169, 0.21734032034873962, 0.20292524993419647, 0.15438196063041687, 0.27304771542549133]","[0.14861871302127838, 0.21480263769626617, 0.21123263239860535, 0.1502910852432251, 0.275054931640625]","[0.3476952314376831, 0.38265967965126035, 0.4970747500658035, 0.6456180393695832, 0.1269522845745087]","[0.5513812869787216, 0.5851973623037339, 0.38876736760139463, 0.649708914756775, 0.02494506835937499]"
37,Would you like my help with anything else?,Could you also check for a round-trip flight going there?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '4', 'destination_city': '[CLS]', 'origin_city': '[CLS]'}",Welcome! How may I assist you with your flight booking today?,Hello! I'm looking to book roundtrip flights for 4 passengers from [CLS] to [CLS].,"[0.8, 0.6, 0.7, 0.75, 0.5]","[0.85, 0.7, 0.65, 0.8, 0.45]","[0.15298992395401, 0.23119118809700012, 0.19737949967384338, 0.15261276066303253, 0.26582664251327515]","[0.149165078997612, 0.22562240064144135, 0.20242196321487427, 0.16047106683254242, 0.2623194754123688]","[0.64701007604599, 0.36880881190299986, 0.5026205003261566, 0.5973872393369675, 0.23417335748672485]","[0.700834921002388, 0.4743775993585586, 0.44757803678512575, 0.6395289331674576, 0.18768052458763124]"
38,,I need tickets for a short flight i need to get.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Welcome! How can I assist you with your flight reservation today?,Hi there! I'm looking to book a roundtrip flight for my upcoming vacation.,"[0.7, 0.6, 0.5, 0.65, 0.4]","[0.8, 0.7, 0.6, 0.75, 0.45]","[0.15632744133472443, 0.22950133681297302, 0.2020198553800583, 0.1483956277370453, 0.2637557089328766]","[0.15388096868991852, 0.22298720479011536, 0.2103722095489502, 0.1485179364681244, 0.26424169540405273]","[0.5436725586652755, 0.37049866318702696, 0.2979801446199417, 0.5016043722629547, 0.13624429106712344]","[0.6461190313100815, 0.4770127952098846, 0.3896277904510498, 0.6014820635318756, 0.18575830459594728]"
39,"Sorry, I wasn't able to schedule a visit. Is there anything else you need?","No, that would be all.","Service name: Homes_1
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking to buy a new house. Can you help me with finding the perfect home?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.6, 0.4, 0.7, 0.3]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15337339043617249, 0.22994999587535858, 0.2024969905614853, 0.15904970467090607, 0.25512993335723877]","[-0.15056157112121582, -0.21557588875293732, -0.19894838333129883, -0.16186141967773438, -0.27305275201797485]","[0.3466266095638275, 0.3700500041246414, 0.19750300943851473, 0.5409502953290939, 0.04487006664276122]"
40,Is there anything else I can help you with?,No. That will be all. Thank you!,"Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,Hi there! I'm looking for recommendations on movies to watch this weekend.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.1507454663515091, 0.22285933792591095, 0.2127971202135086, 0.15479299426078796, 0.2588050961494446]","[0.4472139686346054, 0.5808996140956879, 0.2026368021965027, 0.5397384881973266, 0.029511141777038563]","[0.5492545336484909, 0.17714066207408907, 0.38720287978649137, 0.6452070057392121, -0.05880509614944457]"
41,Do you prefer The Innocent?,Innocent is good!,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'title': 'The Innocent'}",Hello! How can I assist you today?,I'm looking for information about the movie 'The Innocent'.,"[0.8, 0.6, 0.5, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15866141021251678, 0.22125741839408875, 0.20719358325004578, 0.16010019183158875, 0.25278738141059875]","[0.6494384288787842, 0.38442411124706266, 0.30105161666870117, 0.5381385803222656, 0.026947247982025135]","[0.5413385897874832, 0.17874258160591128, 0.3928064167499542, 0.6398998081684113, -0.052787381410598744]"
42,,Would you help me find a bus trip? I prefer Economy extra tickets.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'Economy extra'}",Welcome! How can I assist you today in finding a bus with an Economy extra fare type?,Hello! I'm looking for a bus with an Economy extra fare type. Can you help me with that?,"[0.8, 0.6, 0.7, 0.75, 0.5]","[0.7, 0.65, 0.75, 0.8, 0.55]","[0.15040865540504456, 0.22390249371528625, 0.19686664640903473, 0.16229300200939178, 0.2665291726589203]","[0.15092770755290985, 0.22692658007144928, 0.2034454643726349, 0.16305778920650482, 0.25564244389533997]","[0.6495913445949555, 0.3760975062847137, 0.5031333535909652, 0.5877069979906082, 0.2334708273410797]","[0.5490722924470901, 0.42307341992855074, 0.5465545356273651, 0.6369422107934952, 0.2943575561046601]"
43,Your ticket has been successfully confirmed.,"Awesome, thanks for your help.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Welcome! How may I assist you with your flight reservation today?,Hi there! I'm looking to book a roundtrip flight for my upcoming vacation.,"[0.6, 0.8, 0.5, 0.7, 0.4]","[0.7, 0.6, 0.8, 0.6, 0.3]","[0.15386773645877838, 0.23019380867481232, 0.19961273670196533, 0.14755205810070038, 0.26877355575561523]","[0.15388096868991852, 0.22298720479011536, 0.2103722095489502, 0.1485179364681244, 0.26424169540405273]","[0.4461322635412216, 0.5698061913251877, 0.30038726329803467, 0.5524479418992996, 0.1312264442443848]","[0.5461190313100814, 0.3770127952098846, 0.5896277904510498, 0.4514820635318756, 0.035758304595947255]"
44,Savings or checking?,Checking account.,"Service name: Banks_1
Active intent: CheckBalance
Requested slots: 
Slot values: {'account_type': 'checking'}",Welcome to our bank. How can I assist you today?,"I'd like to check the balance of my checking account, please.","[0.8, 0.6, 0.7, 0.85, 0.4]","[0.65, 0.75, 0.5, 0.7, 0.6]","[0.1515009105205536, 0.22220920026302338, 0.212741419672966, 0.15268175303936005, 0.2608667016029358]","[0.15428251028060913, 0.21567845344543457, 0.20115552842617035, 0.16217903792858124, 0.2667044699192047]","[0.6484990894794465, 0.3777907997369766, 0.48725858032703395, 0.6973182469606399, 0.13913329839706423]","[0.4957174897193909, 0.5343215465545654, 0.29884447157382965, 0.5378209620714187, 0.33329553008079527]"
45,There is 1 song called Love Me Like You by Little Mix from the album Get Weird.,What year the song is from?,"Service name: Music_1
Active intent: LookupSong
Requested slots: year
Slot values: {}",Welcome! How can I assist you today?,I'm looking for a song released in a specific year.,"[0.8, 0.6, 0.5, 0.7, 0.4]","[0.6, 0.4, 0.7, 0.8, 0.5]","[0.1527860313653946, 0.21910038590431213, 0.19736319780349731, 0.16026151180267334, 0.2704888582229614]","[0.15470696985721588, 0.2210652232170105, 0.21135000884532928, 0.16127510368824005, 0.2516027092933655]","[0.6472139686346055, 0.38089961409568784, 0.3026368021965027, 0.5397384881973266, 0.1295111417770386]","[0.4452930301427841, 0.17893477678298952, 0.48864999115467067, 0.63872489631176, 0.24839729070663452]"
46,"Sure, please confirm: play Paris on kitchen speaker. Does this sound right?",No wait. play this on speaker in the bedroom please.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'bedroom speaker'}",Hello! How can I assist you with your music needs today?,"I'd like to play some upbeat music on my bedroom speaker, please.","[0.7, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.7, 0.8, 0.7, 0.3]","[0.15067791938781738, 0.22663526237010956, 0.20298440754413605, 0.1559365689754486, 0.26376578211784363]","[0.15237459540367126, 0.2239878624677658, 0.19959880411624908, 0.16376850008964539, 0.2602701485157013]","[0.5493220806121826, 0.5733647376298905, 0.39701559245586393, 0.5440634310245513, 0.1362342178821564]","[0.4476254045963287, 0.47601213753223415, 0.600401195883751, 0.5362314999103546, 0.039729851484298695]"
47,,I'm planning on going on a short trip with friends. Can you find me a bus?,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",Welcome to the bus service! How can I assist you today?,I'm looking for the bus schedule to downtown.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.5, 0.6, 0.4]","[0.15413711965084076, 0.21992900967597961, 0.2015560418367386, 0.15617546439170837, 0.26820245385169983]","[0.15392999351024628, 0.21076293289661407, 0.22476235032081604, 0.16240635514259338, 0.24813838303089142]","[0.4458628803491592, 0.5800709903240204, 0.19844395816326144, 0.5438245356082916, 0.03179754614830016]","[0.4460700064897537, 0.18923706710338595, 0.27523764967918396, 0.4375936448574066, 0.1518616169691086]"
48,Play it now?,"No, not yet.","Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome to our media service! How can I assist you today?,I'm looking for recommendations on the latest movies and TV shows. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.75, 0.6, 0.8, 0.85, 0.4]","[0.15535607933998108, 0.22339077293872833, 0.2022855132818222, 0.15644042193889618, 0.262527197599411]","[0.14417430758476257, 0.2218456268310547, 0.20898115634918213, 0.1629197895526886, 0.26207903027534485]","[0.644643920660019, 0.4766092270612716, 0.3977144867181778, 0.5935595780611038, 0.187472802400589]","[0.6058256924152374, 0.3781543731689453, 0.5910188436508179, 0.6870802104473114, 0.13792096972465517]"
49,Confirming a standard vehicle rental on March 11th for a 12:30 PM pick up from SFO International Airport and a return on March 14th.,Great. How much is that?,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: total_price
Slot values: {}",Welcome to our rental car service! How can I assist you today?,"I'd like to reserve a car for the weekend, please. Can you help me with that?","[0.8, 0.6, 0.5, 0.7, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]","[0.1493772268295288, 0.22159528732299805, 0.20552276074886322, 0.1550954133272171, 0.2684093415737152]","[0.15019391477108002, 0.21982042491436005, 0.20470501482486725, 0.16745537519454956, 0.2578252851963043]","[0.6506227731704712, 0.37840471267700193, 0.2944772392511368, 0.5449045866727829, 0.1315906584262848]","[0.5498060852289199, 0.38017957508563993, 0.5952949851751328, 0.5325446248054504, 0.24217471480369568]"
50,your room is booked,please search a song for me,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {}",Welcome! How can I assist you today with your music inquiries?,I'm looking for a song that will uplift my mood. Can you recommend something upbeat and energetic?,"[0.8, 0.6, 0.7, 0.75, 0.45]","[0.85, 0.4, 0.65, 0.8, 0.55]","[0.14944209158420563, 0.23009775578975677, 0.19769912958145142, 0.15798473358154297, 0.264776349067688]","[0.1512119323015213, 0.22154319286346436, 0.1980406641960144, 0.17214259505271912, 0.25706160068511963]","[0.6505579084157944, 0.3699022442102432, 0.5023008704185485, 0.592015266418457, 0.18522365093231202]","[0.6987880676984787, 0.17845680713653567, 0.4519593358039856, 0.6278574049472809, 0.2929383993148804]"
51,You have a restaurant reservation for 4 at Betty Spaghetti starting at 11:30 am.,"Sounds good, when am I available?","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_name': 'restaurant reservation for 4 at Betty Spaghetti', 'event_time': '11 : 30 am'}",Hello! How can I assist you today with scheduling your restaurant reservation at Betty Spaghetti for 4 people at 11:30 am?,Hi there! I'd like to make a reservation for 4 at Betty Spaghetti for 11:30 am.,"[0.8, 0.9, 0.7, 0.75, 0.6]","[0.75, 0.8, 0.65, 0.8, 0.55]","[0.15416833758354187, 0.2137099802494049, 0.20048971474170685, 0.16152022778987885, 0.2701117694377899]","[0.15290658175945282, 0.21025724709033966, 0.20472323894500732, 0.16234883666038513, 0.26976412534713745]","[0.6458316624164582, 0.6862900197505951, 0.4995102852582931, 0.5884797722101212, 0.32988823056221006]","[0.5970934182405472, 0.5897427529096604, 0.4452767610549927, 0.6376511633396149, 0.2802358746528626]"
52,How long would you like to have the room for?,I'd like to have the room for 3 days.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': '3'}",Welcome to our hotel reservation service. How many days would you like to stay?,"I would like to stay for 3 days, please. I'm excited to explore the city during my stay!","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.4, 0.8, 0.7, 0.3]","[0.14922299981117249, 0.2242160439491272, 0.20601680874824524, 0.15867887437343597, 0.2618652880191803]","[0.15162929892539978, 0.2230827957391739, 0.21330279111862183, 0.16336393356323242, 0.24862118065357208]","[-0.14922299981117249, -0.2242160439491272, -0.20601680874824524, -0.15867887437343597, -0.2618652880191803]","[0.4483707010746002, 0.17691720426082613, 0.5866972088813782, 0.5366360664367675, 0.051378819346427906]"
53,,Can you find some attractions for me? I prefer a garden.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'category': 'Park'}",Welcome! How can I assist you in finding attractions in the park?,Hi there! I'm interested in exploring some outdoor activities at the park.,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]","[0.14305932819843292, 0.22161388397216797, 0.2013225108385086, 0.1630452573299408, 0.2709590792655945]","[0.14204679429531097, 0.2131706178188324, 0.20806854963302612, 0.1493784338235855, 0.287335604429245]","[0.6569406718015671, 0.478386116027832, 0.39867748916149137, 0.6869547426700592, 0.12904092073440554]","[0.607953205704689, 0.3868293821811676, 0.49193145036697383, 0.6506215661764145, 0.16266439557075502]"
54,Where would you leave from and when are you going to be back?,I will be leaving from Los Angeles and be back on the 4th of this month.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin_city': 'Los Angeles', 'return_date': '4th of this month'}",Welcome! How can I assist you today with your flight booking from Los Angeles on the 4th of this month?,"Hello, I'm looking to book a roundtrip flight from Los Angeles on the 4th of this month.","[0.8, 0.85, 0.75, 0.7, 0.6]","[0.75, 0.7, 0.7, 0.8, 0.65]","[0.14770841598510742, 0.21767783164978027, 0.19948728382587433, 0.15840259194374084, 0.27672386169433594]","[0.15224748849868774, 0.21876880526542664, 0.20498386025428772, 0.15326614677906036, 0.27073365449905396]","[0.6522915840148926, 0.6323221683502197, 0.5505127161741257, 0.5415974080562591, 0.32327613830566404]","[0.5977525115013123, 0.4812311947345733, 0.49501613974571224, 0.6467338532209397, 0.37926634550094607]"
