id,system,user,intent,new_system,new_user,system_bf,user_bf
72,"You can contact them at 415-561-4900 and unfortunately, entry to this attraction is not free.","I see, could you make a reservation for the bus to visit this area please?","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Welcome! How can I assist you today in finding attractions?,I'm looking for some recommendations on attractions to visit in this city.,"[0.8, 0.6, 0.4, 0.7, 0.2]","[0.7, 0.4, 0.6, 0.8, 0.3]"
73,What date are you interested in?,The 9th of this month and I would like a regular show.,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_type': 'regular', 'show_date': '9th of this month'}",Welcome to our movie service! How can I assist you today?,I'm looking for movie times for a regular show on the 9th of this month.,"[0.8, 0.6, 0.7, 0.8, 0.4]","[0.7, 0.4, 0.6, 0.7, 0.5]"
74,Would you like me to schedule a visit for you?,No. That will be all. Bye!,"Service name: Services_3
Active intent: 
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,I'm looking for advice on managing my time better.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.4, 0.6, 0.4]"
75,I was unable to schedule you for that time. How about an appointment at Sofia African Hair Braiding for 4 pm on March 5th?,"Sure, that works too.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '4 pm'}",Welcome! How can I assist you today?,"I would like to schedule an appointment for 4 pm, please.","[0.7, 0.6, 0.8, 0.75, 0.4]","[0.6, 0.75, 0.65, 0.7, 0.55]"
76,That's like goes to JFK International Airport.,"Perfect, I'll take that.","Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'outbound_departure_time': '[CLS]'}",Hello! How can I assist you with your flight search today?,"I'm looking for a one-way flight with American Airlines, departing in the morning.","[0.6, 0.7, 0.5, 0.8, 0.4]","[0.7, 0.6, 0.8, 0.7, 0.5]"
77,Their phone is 916-445-4422 and yes it's child-friendly.,I would like to find a house to stay there for two with a rating of 3.5.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Welcome! How can I assist you today in finding attractions?,Hi there! I'm looking for some recommendations on attractions to visit. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]"
78,"Great, thank you. Your appointment has been set.",What is their phone number?,"Service name: Services_3
Active intent: BookAppointment
Requested slots: phone_number
Slot values: {}",Hello! How can I assist you today?,"I would like to book an appointment, please.","[0.5, 0.5, 0.5, 0.5, 0.5]","[0.75, 0.25, 0.5, 0.75, 0.25]"
79,"No, the ticket is non refundable.",Are there any other available flights? It is for one person.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '1'}",Welcome! How may I assist you today in finding roundtrip flights?,I'm looking to book roundtrip flights for 1 passenger.,"[0.8, 0.6, 0.7, 0.9, 0.4]","[0.7, 0.65, 0.6, 0.8, 0.5]"
80,"What location will you depart from, and is there an airline you prefer, such as Alaska Airlines, Delta Airlines, or some other? What day do you intend to depart?","I am departing on the 1st of this month from LA, and I'd like to get American Airlines.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'departure_date': '1st of this month', 'origin_city': 'LA'}",Hello! How can I assist you today with your flight reservation on American Airlines from LA on the 1st of this month?,Hi there! I'm looking to book a roundtrip flight on American Airlines from LA on the 1st of this month.,"[0.6, 0.8, 0.7, 0.9, 0.4]","[0.7, 0.6, 0.8, 0.8, 0.5]"
81,,Would you look for 1 hotel room?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '1'}",Welcome to our hotel booking service. How can I assist you today?,I'm looking to book a hotel room for one night. Can you help me find available options?,"[0.6, 0.8, 0.4, 0.7, 0.2]","[0.7, 0.6, 0.5, 0.8, 0.3]"
82,It's a pop show,And where do I find it? What time?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time, venue_address
Slot values: {}",Welcome! How can I assist you today?,I'm looking for upcoming events in the area. Can you help me find some?,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.5]"
83,"Do you wish to have consultation with Carla Stelling, Md, a Gynecologist in Oakland?",Yup that would work.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Carla Stelling , Md'}",Welcome! How can I assist you today in finding a provider?,"I am looking for a doctor named Carla Stelling, Md.","[0.8, 0.7, 0.6, 0.9, 0.4]","[0.7, 0.8, 0.5, 0.9, 0.3]"
84,The flight takes off from McCarran International Airport but it is not a refundable ticket.,Thank you. I also need to find 1 hotel room there.,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight reservation service. How can I assist you today?,"I would like to book a one-way flight to Paris, please.","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.6, 0.5, 0.6, 0.3]"
85,,Is there any Hip Hop events on the 12th.,"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'date': 'the 12th', 'subcategory': 'Hip Hop'}",Hello! How can I assist you today?,I'm looking for some Hip Hop events on the 12th.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.7, 0.8, 0.2]"
86,What hotel would you like to stay at?,Quest Bella Vista. I actually want to check in on March 7th now.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'March 7th', 'hotel_name': 'Quest Bella Vista'}",Hello! How can I assist you today with your hotel reservation at Quest Bella Vista for March 7th?,I'm excited to book a room for my upcoming trip! I've heard great things about Quest Bella Vista.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.75, 0.7, 0.2]"
87,"Done, its confirmed",thanks a lot,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Welcome to our hotel reservation service. How can I assist you today?,I'm looking to make a reservation for a double room for two nights.,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.6, 0.55, 0.7, 0.5]"
88,The show is a Hip Hop event.,I like how that sounds.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': '[CLS]'}",Hello! How can I assist you today in finding events?,I'm looking for some interesting events to attend. Can you help me find one?,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.75, 0.6, 0.7, 0.8, 0.45]"
89,,I have an upcoming trip. Can you find me one way flights?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",Welcome to our flight booking service. How can I assist you today?,I'm looking for a one-way flight to New York. Can you help me with that?,"[0.8, 0.6, 0.5, 0.7, 0.4]","[0.7, 0.4, 0.6, 0.8, 0.3]"
90,Return flight arrives at 0:16 am with 1 stop.,Thanks. Will you find attractions?,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Hello! How can I assist you today with your flight reservation?,Hi there! I'm looking to book a roundtrip flight to Paris for next month.,"[0.75, 0.6, 0.65, 0.8, 0.4]","[0.8, 0.7, 0.7, 0.85, 0.35]"
91,I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.,Okay. Can you tell me the weather conditions there on the March 13th?,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Darith Khay Inc'}",Hello! How can I assist you today in finding a provider?,"I'm looking for a doctor, specifically Dr. Darith Khay Inc.","[0.5, 0.8, 0.6, 0.7, 0.3]","[0.7, 0.6, 0.4, 0.8, 0.2]"
92,For what time?,For 11 in the morning.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': '11 in the morning'}",Welcome to our restaurant! How can I assist you today?,"I'd like to make a reservation for 11 in the morning, please.","[0.8, 0.7, 0.6, 0.75, 0.4]","[0.6, 0.8, 0.4, 0.7, 0.5]"
93,It leaves from Seattle-Tacoma International Airport.,Please find out if it's an overnight flight and whether it has one stop.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: is_redeye, number_stops
Slot values: {}",Welcome! How can I assist you today in finding roundtrip flights?,I'm looking to book a roundtrip flight. I prefer non-stop flights and would like to avoid red-eye flights.,"[0.5, 0.6, 0.7, 0.8, 0.4]","[0.6, 0.7, 0.8, 0.75, 0.3]"
94,"Confirmed, you got reservation.",Great help. Thank you.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Welcome! How can I assist you with purchasing event tickets today?,I'm interested in buying tickets for the upcoming event. Can you help me with that?,"[0.8, 0.6, 0.7, 0.85, 0.4]","[0.65, 0.4, 0.75, 0.8, 0.5]"
95,Need your confirmation to book that Citrus Salon at 4:30 pm on March 8th.,That is perfect and also get met the address details of that salon for my reference.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: street_address
Slot values: {}",Hello! How may I assist you today?,I would like to book an appointment at your facility. Do you need my street address?,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.6, 0.5, 0.8, 0.4]"
96,I have 10 hotels that match what you are looking for. What about Ac Hotel By Marriott Beverly Hills? It is a 2 star.,How much is it per night and what is the address?,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: price_per_night, street_address
Slot values: {}",Welcome to our hotel booking service. How may I assist you today?,I'm looking for a hotel with a reasonable price per night and a specific street address.,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.4]"
97,"Okay, can you confirm you'd like to rent a Standard car from Port Authority Station with a pickup on March 3rd at 4:30 pm and a drop off on March 8th?","Yup, that all sounds good to me.","Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Welcome! How can I assist you with renting a car today?,Hi there! I'm interested in reserving a car for the weekend getaway.,"[0.7, 0.6, 0.6, 0.8, 0.4]","[0.6, 0.7, 0.6, 0.8, 0.5]"
98,Confirm March 5th for 2 at 11:45 am in Daly City at Jade Dragon Restaurant.,Change to three for Tai Yuan.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '3', 'restaurant_name': 'Tai Yuan'}",Hello! How may I assist you today?,"I would like to make a reservation for 3 people at Tai Yuan restaurant, please.","[0.7, 0.5, 0.6, 0.8, 0.3]","[0.6, 0.7, 0.4, 0.7, 0.4]"
99,WHen and where would you like to pick it up?,I want to pick it up from CDMX around 09:30.,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_city': 'CDMX', 'pickup_time': '09 : 30'}",Hello! How may I assist you today with car rentals in CDMX at 09:30?,I'm looking to rent a car in CDMX at 09:30. Can you help me with the available options?,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.8, 0.4, 0.7, 0.3]"
100,Please give confirmation details: Table booking at Ancient Szechuan Restaurant in El Cerrito city on march 11th at 7 pm and the booking is for 2 people,Yes this is perfect.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome to our restaurant reservation service! How can I assist you today?,I'm looking to make a reservation for dinner tomorrow evening.,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.8, 0.7, 0.8, 0.55]"
101,"Sure, please confirm the details. Booking 1 flexible ticket from Las Vegas to Fresno on March 11th at 7:10 am.","Actually, change that to four people.","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'group_size': '4'}",Welcome! How can I assist you with purchasing bus tickets for a group of 4?,Hello! I would like to buy bus tickets for a group of 4 people for a trip next weekend.,"[0.6, 0.8, 0.4, 0.7, 0.2]","[0.8, 0.6, 0.7, 0.8, 0.4]"
102,,I need a San Mateo restaurant please.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Mateo'}",Welcome! How can I assist you today in finding restaurants in San Mateo?,Hi there! I'm looking for some great dining options in San Mateo.,"[0.7, 0.8, 0.6, 0.75, 0.45]","[0.65, 0.7, 0.75, 0.8, 0.5]"
103,No problem. You'd like the reservation on March 10th at 6:45 pm.,"Yes, that is correct.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2'}",Welcome! How can I assist you today with making a restaurant reservation?,Hello! I'd like to make a reservation for 2 people at your restaurant.,"[0.8, 0.7, 0.65, 0.75, 0.6]","[0.75, 0.8, 0.7, 0.85, 0.65]"
104,,Help me look for attractions I can visit. Preferable something with no entry fee.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'free_entry': 'True'}",Welcome! How can I assist you today?,Hi there! I'm looking for some free attractions to visit. Can you recommend any?,"[0.8, 0.7, 0.6, 0.65, 0.5]","[0.75, 0.6, 0.7, 0.8, 0.45]"
105,It is considered an international event.,"I think I will pass on that. Are there any other events you can show me? I am hoping for something rock music related, but in Phoenix instead of San Diego.","Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'category': 'rock', 'city': 'Phoenix'}",Hello! How can I assist you today in finding rock events in Phoenix?,I'm looking for some rock events happening in Phoenix. Can you help me out?,"[0.8, 0.5, 0.7, 0.8, 0.3]","[0.6, 0.6, 0.6, 0.7, 0.4]"
106,This is a Pop event on 1234 West 7th Street.,Great. I would like to reserve tickets to that event.,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'event_name': '[CLS]'}",Welcome! How can I assist you with purchasing event tickets today?,Hi there! I'm interested in buying tickets for the event [CLS].,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.8, 0.4, 0.7, 0.6, 0.3]"
107,I have successfully reserved your car and the name of the car is Accord.,Thank you! Can you find me a hotel around Phoenix?,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}",Welcome! How can I assist you with reserving a rental car today?,I'm looking to rent a car for my upcoming trip. Can you help me with that?,"[0.6, 0.7, 0.5, 0.6, 0.4]","[0.7, 0.6, 0.4, 0.7, 0.3]"
108,Of course! In what area are you searching? And how many bedrooms would you want?,Petaluma is a great neighborhood. It would be great if the apartment has 2 bedrooms.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2', 'area': 'Petaluma'}",Hello! I understand you are looking for a 2-bedroom apartment in Petaluma. I can help you with that.,"Yes, that's correct. I appreciate your help.","[0.8, 0.9, 0.7, 0.85, 0.6]","[0.75, 0.8, 0.65, 0.8, 0.7]"
