id,system,user,intent,new_system,new_user,system_bf,user_bf
75,I was unable to schedule you for that time. How about an appointment at Sofia African Hair Braiding for 4 pm on March 5th?,"Sure, that works too.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_time': '4 pm'}",I was unable to schedule you for that time. How about an appointment at Sofia African Hair Braiding for 4 pm on March 5th?,"Sure, that works too.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.5, 0.6, 0.5, 0.6, 0.4]"
76,That's like goes to JFK International Airport.,"Perfect, I'll take that.","Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'outbound_departure_time': '[CLS]'}",That's like goes to JFK International Airport.,"Perfect, I'll take that.","[0.75, 0.6, 0.2, 0.4, 0.3]","[0.5, 0.4, 0.6, 0.7, 0.1]"
77,Their phone is 916-445-4422 and yes it's child-friendly.,I would like to find a house to stay there for two with a rating of 3.5.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Their phone is 916-445-4422 and yes it's child-friendly.,I'm looking for a cozy place for a two-person getaway with a decent rating of 3.5.,"[0.5, 0.8, 0.2, 0.6, 0.3]","[0.7, 0.4, 0.4, 0.7, 0.2]"
78,"Great, thank you. Your appointment has been set.",What is their phone number?,"Service name: Services_3
Active intent: BookAppointment
Requested slots: phone_number
Slot values: {}","Great, thank you. Your appointment has been set.",What is their phone number?,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.6, 0.4, 0.5, 0.4, 0.6]"
79,"No, the ticket is non refundable.",Are there any other available flights? It is for one person.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '1'}","No, the ticket is non refundable.",Are there any other available flights? It is for one person.,"[0.4, 0.8, 0.2, 0.4, 0.6]","[0.6, 0.2, 0.8, 0.6, 0.4]"
80,"What location will you depart from, and is there an airline you prefer, such as Alaska Airlines, Delta Airlines, or some other? What day do you intend to depart?","I am departing on the 1st of this month from LA, and I'd like to get American Airlines.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'American Airlines', 'departure_date': '1st of this month', 'origin_city': 'LA'}","What location will you depart from, and is there an airline you prefer, such as Alaska Airlines, Delta Airlines, or some other? What day do you intend to depart?","I am departing on the 1st of this month from LA, and I'd like to get American Airlines.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.4, 0.8, 0.2]"
81,,Would you look for 1 hotel room?,"Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'number_of_rooms': '1'}",Would you like to explore different hotel options and experience new accommodations?,Would you look for 1 hotel room?,"[0.8, 0.6, 0.6, 0.7, 0.4]","[0.4, 0.3, 0.3, 0.4, 0.6]"
82,It's a pop show,And where do I find it? What time?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time, venue_address
Slot values: {}",It's a pop show.,And where do I find it? What time?,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.4, 0.2, 0.6, 0.4, 0.7]"
83,"Do you wish to have consultation with Carla Stelling, Md, a Gynecologist in Oakland?",Yup that would work.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Carla Stelling , Md'}","Do you wish to have consultation with Carla Stelling, Md, a Gynecologist in Oakland?","Yes, that sounds good to me.","[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.6, 0.5, 0.8, 0.2]"
84,The flight takes off from McCarran International Airport but it is not a refundable ticket.,Thank you. I also need to find 1 hotel room there.,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {}",The flight takes off from McCarran International Airport but it is not a refundable ticket.,Thank you. I also need to find 1 hotel room there.,"[0.5, 0.75, 0.25, 0.2, 0.4]","[0.75, 0.6, 0.4, 0.7, 0.3]"
85,,Is there any Hip Hop events on the 12th.,"Service name: Events_1
Active intent: FindEvents
Requested slots: 
Slot values: {'date': 'the 12th', 'subcategory': 'Hip Hop'}",Is there any Hip Hop events on the 12th?,"Hey, do you know if there are any Hip Hop events happening on the 12th? I've been really wanting to experience something new and different.","[0.7, 0.3, 0.4, 0.6, 0.5]","[0.8, 0.4, 0.6, 0.7, 0.4]"
86,What hotel would you like to stay at?,Quest Bella Vista. I actually want to check in on March 7th now.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': 'March 7th', 'hotel_name': 'Quest Bella Vista'}",What hotel would you like to stay at?,Quest Bella Vista. I actually want to check in on March 7th now.,"[0.8, 0.6, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.4, 0.7, 0.4]"
87,"Done, its confirmed",thanks a lot,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}","Done, its confirmed",Thanks a lot,"[0.5, 0.8, 0.3, 0.7, 0.4]","[0.6, 0.4, 0.5, 0.8, 0.2]"
88,The show is a Hip Hop event.,I like how that sounds.,"Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': '[CLS]'}",The show is a Hip Hop event.,I like how that sounds.,"[0.8, 0.6, 0.4, 0.2, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.4]"
89,,I have an upcoming trip. Can you find me one way flights?,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {}",I have found some options for your upcoming trip. Let's explore one-way flights together.,I have an upcoming trip. Can you find me one way flights?,"[0.8, 0.6, 0.7, 0.6, 0.4]","[0.7, 0.4, 0.5, 0.4, 0.5]"
90,Return flight arrives at 0:16 am with 1 stop.,Thanks. Will you find attractions?,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Return flight arrives at 0:16 am with 1 stop.,Thanks. Will you find attractions?,"[0.5, 0.8, 0.2, 0.3, 0.4]","[0.6, 0.4, 0.7, 0.8, 0.2]"
91,I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.,Okay. Can you tell me the weather conditions there on the March 13th?,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Darith Khay Inc'}",I can also suggest Darith Khay Inc. He is a General Practitioner in San Jose.,Okay. Can you tell me the weather conditions there on March 13th?,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.2]"
92,For what time?,For 11 in the morning.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'time': '11 in the morning'}",For what time?,For 11 in the morning.,"[0.5, 0.8, 0.2, 0.4, 0.6]","[0.6, 0.4, 0.6, 0.5, 0.3]"
93,It leaves from Seattle-Tacoma International Airport.,Please find out if it's an overnight flight and whether it has one stop.,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: is_redeye, number_stops
Slot values: {}",It leaves from Seattle-Tacoma International Airport.,"Could you please check if this flight departs from Seattle-Tacoma International Airport? Also, could you inform me if it is an overnight flight and if it includes any layovers?","[0.7, 0.8, 0.4, 0.6, 0.3]","[0.8, 0.7, 0.5, 0.65, 0.4]"
94,"Confirmed, you got reservation.",Great help. Thank you.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","Confirmed, you got reservation.",Great help. Thank you.,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.6, 0.4, 0.5, 0.7, 0.3]"
95,Need your confirmation to book that Citrus Salon at 4:30 pm on March 8th.,That is perfect and also get met the address details of that salon for my reference.,"Service name: Services_1
Active intent: BookAppointment
Requested slots: street_address
Slot values: {}",Need your confirmation to book that Citrus Salon at 4:30 pm on March 8th.,That is perfect and also get me the address details of that salon for my reference.,"[0.8, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.6, 0.8, 0.4]"
96,I have 10 hotels that match what you are looking for. What about Ac Hotel By Marriott Beverly Hills? It is a 2 star.,How much is it per night and what is the address?,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: price_per_night, street_address
Slot values: {}",I have 10 hotels that match what you are looking for. What about Ac Hotel By Marriott Beverly Hills? It is a 2 star.,How much is it per night and what is the address?,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.4, 0.5, 0.6, 0.3, 0.4]"
97,"Okay, can you confirm you'd like to rent a Standard car from Port Authority Station with a pickup on March 3rd at 4:30 pm and a drop off on March 8th?","Yup, that all sounds good to me.","Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}","Okay, can you confirm you'd like to rent a Standard car from Port Authority Station with a pickup on March 3rd at 4:30 pm and a drop off on March 8th?","Yup, that all sounds good to me.","[0.8, 0.9, 0.4, 0.7, 0.2]","[0.6, 0.4, 0.3, 0.8, 0.5]"
98,Confirm March 5th for 2 at 11:45 am in Daly City at Jade Dragon Restaurant.,Change to three for Tai Yuan.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '3', 'restaurant_name': 'Tai Yuan'}",Confirm March 5th for 2 at 11:45 am in Daly City at Jade Dragon Restaurant.,Change to three for Tai Yuan.,"[0.5, 0.8, 0.4, 0.6, 0.2]","[0.3, 0.4, 0.6, 0.7, 0.4]"
99,WHen and where would you like to pick it up?,I want to pick it up from CDMX around 09:30.,"Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_city': 'CDMX', 'pickup_time': '09 : 30'}",When and where would you like to pick it up?,I want to pick it up from CDMX around 09:30.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.6, 0.2]"
100,Please give confirmation details: Table booking at Ancient Szechuan Restaurant in El Cerrito city on march 11th at 7 pm and the booking is for 2 people,Yes this is perfect.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Please give confirmation details: Table booking at Ancient Szechuan Restaurant in El Cerrito city on march 11th at 7 pm and the booking is for 2 people,Yes this is perfect.,"[0.5, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.5, 0.7, 0.3]"
101,"Sure, please confirm the details. Booking 1 flexible ticket from Las Vegas to Fresno on March 11th at 7:10 am.","Actually, change that to four people.","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'group_size': '4'}","Sure, please confirm the details. Booking 1 flexible ticket from Las Vegas to Fresno on March 11th at 7:10 am.","Actually, change that to four people.","[0.5, 0.8, 0.2, 0.4, 0.6]","[0.6, 0.2, 0.4, 0.6, 0.4]"
102,,I need a San Mateo restaurant please.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'San Mateo'}",Welcome! How about trying out some fusion cuisine at a trendy restaurant in San Mateo?,I need a San Mateo restaurant please.,"[0.75, 0.8, 0.6, 0.7, 0.4]","[0.4, 0.3, 0.4, 0.5, 0.6]"
103,No problem. You'd like the reservation on March 10th at 6:45 pm.,"Yes, that is correct.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2'}",No problem. You'd like the reservation on March 10th at 6:45 pm.,"Yes, that is correct.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.4, 0.4, 0.6, 0.6]"
104,,Help me look for attractions I can visit. Preferable something with no entry fee.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'free_entry': 'True'}",The user is seeking attractions with no entry fee.,Can you suggest some places I can explore without spending any money?,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.5, 0.7, 0.4]"
105,It is considered an international event.,"I think I will pass on that. Are there any other events you can show me? I am hoping for something rock music related, but in Phoenix instead of San Diego.","Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'category': 'rock', 'city': 'Phoenix'}",It is considered an international event.,"I think I will pass on that. Are there any other events you can show me? I am hoping for something rock music related, but in Phoenix instead of San Diego.","[0.6, 0.8, 0.2, 0.4, 0.3]","[0.8, 0.4, 0.6, 0.6, 0.2]"
106,This is a Pop event on 1234 West 7th Street.,Great. I would like to reserve tickets to that event.,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'event_name': '[CLS]'}",This is a Pop event on 1234 West 7th Street.,Great! I am thrilled to secure tickets for that event.,"[0.5, 0.8, 0.4, 0.3, 0.2]","[0.7, 0.6, 0.6, 0.8, 0.1]"
107,I have successfully reserved your car and the name of the car is Accord.,Thank you! Can you find me a hotel around Phoenix?,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}",I have successfully reserved your car and the name of the car is Accord.,Thank you! Can you find me a hotel around Phoenix?,"[0.6, 0.8, 0.4, 0.7, 0.3]","[0.7, 0.5, 0.6, 0.8, 0.4]"
108,Of course! In what area are you searching? And how many bedrooms would you want?,Petaluma is a great neighborhood. It would be great if the apartment has 2 bedrooms.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2', 'area': 'Petaluma'}",Of course! In what area are you searching? And how many bedrooms would you want?,Petaluma is a great neighborhood. It would be great if the apartment has 2 bedrooms.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.6, 0.2]"
109,You could check out California Automobile Museum. It's a museum.,Any other attractions besides that? I want a kid friendly wildlife spot attraction.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'category': 'Nature Preserve', 'good_for_kids': 'True'}",You could explore the California Automobile Museum. It's a fascinating museum.,Are there any other attractions apart from that? I'm looking for a wildlife spot that is kid-friendly.,"[0.75, 0.6, 0.4, 0.6, 0.25]","[0.5, 0.4, 0.6, 0.75, 0.35]"
110,What area are you looking in?,I would like to live in Sausalito.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'area': 'Sausalito'}",What area are you looking in?,I would like to live in Sausalito.,"[0.5, 0.3, 0.2, 0.6, 0.4]","[0.7, 0.4, 0.6, 0.8, 0.3]"
111,In which restaurant?,"In Harumi, please","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'restaurant_name': 'Harumi'}",In which restaurant?,"In Harumi, please","[0.7, 0.6, 0.5, 0.4, 0.3]","[0.8, 0.5, 0.6, 0.7, 0.4]"
112,Your are now confirmed.,What is their phone and address?,"Service name: Services_3
Active intent: BookAppointment
Requested slots: phone_number, street_address
Slot values: {}",Your are now confirmed.,What is their phone and address?,"[0.5, 0.7, 0.3, 0.4, 0.6]","[0.4, 0.2, 0.6, 0.3, 0.4]"
113,,I want to reserve a medium-sized car on March 10th,"Service name: RentalCars_2
Active intent: ReserveCar
Requested slots: 
Slot values: {'car_type': 'Standard', 'pickup_date': 'March 10th'}",I want to reserve a medium-sized car on March 10th,"Sure, I'd like to book a medium-sized car for March 10th. I'm excited to try out a new model!","[0.6, 0.8, 0.4, 0.5, 0.3]","[0.8, 0.6, 0.7, 0.7, 0.4]"
114,Enjoy.,"Thanks, that's all for now.","Service name: Music_1
Active intent: PlaySong
Requested slots: 
Slot values: {}",Enjoy.,"Thanks, that's all for now.","[0.5, 0.5, 0.2, 0.8, 0.3]","[0.2, 0.4, 0.3, 0.7, 0.4]"
115,How about Suburban Birds?,Is there any other options?,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {}",How about Suburban Birds?,Is there any other options? I'm really curious about exploring different options.,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]"
