id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
35,Please confirm the following: Play Breakthrough with no subtitles.,"No, I want subtitles.","Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {'subtitles': 'True'}",Please confirm the following: Play Breakthrough with no subtitles.,"No, I want subtitles.","[0.5, 0.5, 0.5, 0.5, 0.5]","[0.25, 0.25, 0.25, 0.75, 0.75]","[0.16242846846580505, 0.24131765961647034, 0.18660853803157806, 0.17730320990085602, 0.23234215378761292]","[0.16732744872570038, 0.24161787331104279, 0.19598650932312012, 0.18449270725250244, 0.21057553589344025]","[0.33757153153419495, 0.25868234038352966, 0.31339146196842194, 0.322696790099144, 0.2676578462123871]","[0.08267255127429962, 0.008382126688957214, 0.05401349067687988, 0.5655072927474976, 0.5394244641065598]"
36,What time do you want to eat?,Book a table for 2 at eleven in the morning.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '2', 'time': 'eleven in the morning'}",What time do you want to eat?,Book a table for 2 at eleven in the morning.,"[0.5, 0.8, 0.3, 0.6, 0.2]","[0.6, 0.7, 0.4, 0.7, 0.3]","[0.16935302317142487, 0.22281327843666077, 0.2006436288356781, 0.19041743874549866, 0.21677261590957642]","[0.16532672941684723, 0.24371512234210968, 0.1913425177335739, 0.18222576379776, 0.21738992631435394]","[0.33064697682857513, 0.5771867215633393, 0.09935637116432189, 0.4095825612545013, -0.016772615909576405]","[0.43467327058315275, 0.4562848776578903, 0.2086574822664261, 0.51777423620224, 0.08261007368564605]"
37,Would you like my help with anything else?,Could you also check for a round-trip flight going there?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'passengers': '4', 'destination_city': '[CLS]', 'origin_city': '[CLS]'}",Would you like my help with anything else?,Could you also check for a round-trip flight going there?,"[0.75, 0.6, 0.5, 0.8, 0.4]","[0.6, 0.4, 0.7, 0.75, 0.3]","[0.15663233399391174, 0.23284763097763062, 0.19272176921367645, 0.19059334695339203, 0.22720490396022797]","[0.15632568299770355, 0.23518891632556915, 0.1971648633480072, 0.18145129084587097, 0.2298692762851715]","[0.5933676660060883, 0.36715236902236936, 0.30727823078632355, 0.609406653046608, 0.17279509603977206]","[0.4436743170022964, 0.16481108367443087, 0.5028351366519928, 0.568548709154129, 0.07013072371482848]"
38,,I need tickets for a short flight i need to get.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Hello! How may I assist you today?,I need tickets for a short flight I need to get.,"[0.8, 0.7, 0.6, 0.5, 0.4]","[0.6, 0.4, 0.4, 0.6, 0.3]","[0.16283562779426575, 0.23588058352470398, 0.19407670199871063, 0.18410152196884155, 0.22310565412044525]","[0.15978167951107025, 0.2449541836977005, 0.18654866516590118, 0.19154749810695648, 0.217167928814888]","[0.6371643722057343, 0.464119416475296, 0.40592329800128935, 0.31589847803115845, 0.17689434587955477]","[0.4402183204889297, 0.15504581630229952, 0.21345133483409884, 0.4084525018930435, 0.08283207118511199]"
39,"Sorry, I wasn't able to schedule a visit. Is there anything else you need?","No, that would be all.","Service name: Homes_1
Active intent: 
Requested slots: 
Slot values: {}","Sorry, I wasn't able to schedule a visit. Is there anything else you need?","No, that would be all.","[0.4, 0.6, 0.2, 0.6, 0.3]","[0.4, 0.4, 0.2, 0.8, 0.2]","[0.15773525834083557, 0.25149109959602356, 0.1867848038673401, 0.17738370597362518, 0.22660517692565918]","[0.16822472214698792, 0.26391077041625977, 0.18003477156162262, 0.18821357190608978, 0.19961610436439514]","[0.24226474165916445, 0.3485089004039764, 0.013215196132659923, 0.4226162940263748, 0.07339482307434081]","[0.2317752778530121, 0.13608922958374026, 0.01996522843837739, 0.6117864280939103, 0.0003838956356048695]"
40,Is there anything else I can help you with?,No. That will be all. Thank you!,"Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}",Is there anything else I can assist you with?,No. That will be all. Thank you!,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.4, 0.2, 0.6, 0.4, 0.7]","[0.1639927625656128, 0.24528874456882477, 0.18897493183612823, 0.17992348968982697, 0.22181998193264008]","[0.1569725126028061, 0.24798044562339783, 0.19099852442741394, 0.1821470856666565, 0.22190141677856445]","[0.4360072374343872, 0.5547112554311753, 0.2110250681638718, 0.420076510310173, 0.07818001806735991]","[0.24302748739719393, -0.047980445623397816, 0.40900147557258604, 0.21785291433334353, 0.4780985832214355]"
41,Do you prefer The Innocent?,Innocent is good!,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'title': 'The Innocent'}",Do you prefer The Innocent?,Innocent is good!,"[0.6, 0.4, 0.2, 0.6, 0.3]","[0.5, 0.4, 0.5, 0.6, 0.4]","[0.16808351874351501, 0.25407612323760986, 0.18811507523059845, 0.18644048273563385, 0.20328477025032043]","[0.17078541219234467, 0.22217008471488953, 0.19199799001216888, 0.17947930097579956, 0.23556724190711975]","[0.43191648125648496, 0.14592387676239016, 0.011884924769401561, 0.4135595172643661, 0.09671522974967955]","[0.32921458780765533, 0.1778299152851105, 0.3080020099878311, 0.4205206990242004, 0.16443275809288027]"
42,,Would you help me find a bus trip? I prefer Economy extra tickets.,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'fare_type': 'Economy extra'}","Sure, I can help you with that. Let's look for a bus trip with Economy extra tickets.",Would you help me find a bus trip? I prefer Economy extra tickets.,"[0.7, 0.8, 0.5, 0.6, 0.3]","[0.4, 0.6, 0.3, 0.4, 0.2]","[0.16138041019439697, 0.24762143194675446, 0.19020424783229828, 0.18053913116455078, 0.2202548384666443]","[0.15847867727279663, 0.24641750752925873, 0.1852150857448578, 0.18928971886634827, 0.2205990105867386]","[0.538619589805603, 0.5523785680532456, 0.3097957521677017, 0.4194608688354492, 0.0797451615333557]","[0.2415213227272034, 0.35358249247074125, 0.1147849142551422, 0.21071028113365176, -0.020599010586738575]"
43,Your ticket has been successfully confirmed.,"Awesome, thanks for your help.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Your ticket has been successfully confirmed.,"Awesome, thanks for your help.","[0.5, 0.8, 0.3, 0.6, 0.2]","[0.7, 0.6, 0.8, 0.7, 0.4]","[0.15826350450515747, 0.2224550098180771, 0.20710241794586182, 0.17961755394935608, 0.23256152868270874]","[0.1621457189321518, 0.24280770123004913, 0.20075157284736633, 0.18142539262771606, 0.2128695696592331]","[0.34173649549484253, 0.577544990181923, 0.09289758205413817, 0.4203824460506439, -0.03256152868270873]","[0.5378542810678482, 0.35719229876995084, 0.5992484271526337, 0.5185746073722839, 0.18713043034076693]"
44,Savings or checking?,Checking account.,"Service name: Banks_1
Active intent: CheckBalance
Requested slots: 
Slot values: {'account_type': 'checking'}",Savings or checking?,Checking account.,"[0.5, 0.7, 0.3, 0.6, 0.4]","[0.4, 0.6, 0.4, 0.5, 0.5]","[0.16993896663188934, 0.23574672639369965, 0.18975166976451874, 0.17514093220233917, 0.22942166030406952]","[0.17469218373298645, 0.20675989985466003, 0.19994184374809265, 0.18936783075332642, 0.22923827171325684]","[0.33006103336811066, 0.4642532736063003, 0.11024833023548125, 0.4248590677976608, 0.1705783396959305]","[0.22530781626701357, 0.39324010014533994, 0.20005815625190737, 0.3106321692466736, 0.27076172828674316]"
45,There is 1 song called Love Me Like You by Little Mix from the album Get Weird.,What year the song is from?,"Service name: Music_1
Active intent: LookupSong
Requested slots: year
Slot values: {}",There is 1 song called Love Me Like You by Little Mix from the album Get Weird.,What year was the song released?,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.4, 0.2, 0.6, 0.4, 0.8]","[0.1565258502960205, 0.2543279230594635, 0.17331230640411377, 0.1841551810503006, 0.231678768992424]","[0.1637910008430481, 0.23172307014465332, 0.1970909982919693, 0.19529439508914948, 0.212100550532341]","[0.44347414970397947, 0.5456720769405365, 0.22668769359588625, 0.4158448189496994, -0.031678768992424]","[0.23620899915695193, -0.03172307014465331, 0.4029090017080307, 0.20470560491085055, 0.587899449467659]"
46,"Sure, please confirm: play Paris on kitchen speaker. Does this sound right?",No wait. play this on speaker in the bedroom please.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {'playback_device': 'bedroom speaker'}","Sure, please confirm: play Paris on kitchen speaker. Does this sound right?",No wait. play this on speaker in the bedroom please.,"[0.5, 0.8, 0.6, 0.7, 0.4]","[0.6, 0.4, 0.4, 0.6, 0.5]","[0.1547064185142517, 0.2455863505601883, 0.19431853294372559, 0.18539418280124664, 0.21999457478523254]","[0.15144461393356323, 0.23839329183101654, 0.19627514481544495, 0.19278062880039215, 0.22110635042190552]","[0.3452935814857483, 0.5544136494398118, 0.4056814670562744, 0.5146058171987533, 0.18000542521476748]","[0.44855538606643675, 0.16160670816898348, 0.20372485518455508, 0.4072193711996078, 0.2788936495780945]"
47,,I'm planning on going on a short trip with friends. Can you find me a bus?,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {}",The user asked for help in finding a bus for a short trip with friends.,I'm super excited about planning this short trip with my friends! Do you think you could help me find a bus for us?,"[0.5, 0.8, 0.3, 0.7, 0.2]","[0.8, 0.6, 0.7, 0.8, 0.4]","[0.16014760732650757, 0.24254794418811798, 0.19038288295269012, 0.18671242892742157, 0.22020915150642395]","[0.1490219235420227, 0.24551068246364594, 0.19498078525066376, 0.1911800652742386, 0.21930661797523499]","[0.33985239267349243, 0.5574520558118821, 0.10961711704730986, 0.5132875710725784, -0.02020915150642394]","[0.6509780764579773, 0.35448931753635404, 0.5050192147493362, 0.6088199347257615, 0.18069338202476504]"
48,Play it now?,"No, not yet.","Service name: Media_1
Active intent: 
Requested slots: 
Slot values: {}",Play it now?,"No, not yet.","[0.5, 0.6, 0.4, 0.5, 0.5]","[0.4, 0.4, 0.4, 0.6, 0.6]","[0.15110880136489868, 0.235321506857872, 0.18686959147453308, 0.18389840424060822, 0.2428017407655716]","[0.17013651132583618, 0.23264382779598236, 0.1998681128025055, 0.18402579426765442, 0.21332573890686035]","[0.3488911986351013, 0.36467849314212797, 0.21313040852546694, 0.3161015957593918, 0.2571982592344284]","[0.22986348867416384, 0.16735617220401766, 0.20013188719749453, 0.41597420573234556, 0.3866742610931396]"
49,Confirming a standard vehicle rental on March 11th for a 12:30 PM pick up from SFO International Airport and a return on March 14th.,Great. How much is that?,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: total_price
Slot values: {}",Confirming a standard vehicle rental on March 11th for a 12:30 PM pick up from SFO International Airport and a return on March 14th.,Great. How much is that?,"[0.8, 0.9, 0.6, 0.7, 0.3]","[0.4, 0.5, 0.5, 0.6, 0.5]","[0.15224334597587585, 0.24329203367233276, 0.20392251014709473, 0.18293586373329163, 0.21760627627372742]","[0.16434888541698456, 0.23893605172634125, 0.1864922195672989, 0.1821718066930771, 0.2280510514974594]","[0.6477566540241242, 0.6567079663276673, 0.39607748985290525, 0.5170641362667083, 0.08239372372627257]","[0.23565111458301546, 0.26106394827365875, 0.3135077804327011, 0.4178281933069229, 0.2719489485025406]"
50,your room is booked,please search a song for me,"Service name: Music_1
Active intent: LookupSong
Requested slots: 
Slot values: {}",I have booked your room. Would you like me to assist you in finding a song?,Please search a song for me.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.65, 0.4, 0.7, 0.55, 0.6]","[0.15907388925552368, 0.24862772226333618, 0.18439334630966187, 0.19093333184719086, 0.21697162091732025]","[0.1540377140045166, 0.2401909977197647, 0.19743457436561584, 0.19296175241470337, 0.21537497639656067]","[0.6409261107444764, 0.4513722777366638, 0.4156066536903381, 0.5590666681528091, 0.18302837908267977]","[0.4959622859954834, 0.1598090022802353, 0.5025654256343841, 0.3570382475852967, 0.3846250236034393]"
51,You have a restaurant reservation for 4 at Betty Spaghetti starting at 11:30 am.,"Sounds good, when am I available?","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_name': 'restaurant reservation for 4 at Betty Spaghetti', 'event_time': '11 : 30 am'}",You have a restaurant reservation for 4 at Betty Spaghetti starting at 11:30 am.,"Sounds good, when am I available?","[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.6, 0.4]","[0.1622435748577118, 0.24563948810100555, 0.20151512324810028, 0.1759139746427536, 0.2146877944469452]","[0.15283244848251343, 0.2440669983625412, 0.192008838057518, 0.19115205109119415, 0.21993960440158844]","[0.6377564251422883, 0.3543605118989944, 0.19848487675189974, 0.4240860253572464, -0.01468779444694518]","[0.44716755151748655, 0.15593300163745882, 0.407991161942482, 0.4088479489088058, 0.18006039559841158]"
52,How long would you like to have the room for?,I'd like to have the room for 3 days.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_days': '3'}",How long would you like to have the room for?,I'd like to have the room for 3 days.,"[0.5, 0.75, 0.25, 0.5, 0.25]","[0.5, 0.25, 0.5, 0.75, 0.25]","[0.16580481827259064, 0.24365533888339996, 0.19275981187820435, 0.19556565582752228, 0.20221440494060516]","[0.15975534915924072, 0.24253997206687927, 0.19412390887737274, 0.19826576113700867, 0.20531496405601501]","[0.33419518172740936, 0.5063446611166, 0.057240188121795654, 0.3044343441724777, 0.047785595059394836]","[0.3402446508407593, 0.0074600279331207275, 0.30587609112262726, 0.5517342388629913, 0.044685035943984985]"
53,,Can you find some attractions for me? I prefer a garden.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'category': 'Park'}",Can you find some attractions for me? I prefer a garden.,Sure! I know a beautiful botanical garden nearby that you might enjoy.,"[0.5, 0.7, 0.2, 0.8, 0.3]","[0.6, 0.8, 0.4, 0.9, 0.2]","[0.15818506479263306, 0.24188099801540375, 0.1899348497390747, 0.18629446625709534, 0.22370462119579315]","[0.15609882771968842, 0.2520066797733307, 0.18300743401050568, 0.1897498369216919, 0.21913732588291168]","[0.34181493520736694, 0.4581190019845962, 0.010065150260925304, 0.6137055337429047, 0.07629537880420684]","[0.44390117228031156, 0.5479933202266694, 0.21699256598949435, 0.7102501630783081, -0.01913732588291167]"
54,Where would you leave from and when are you going to be back?,I will be leaving from Los Angeles and be back on the 4th of this month.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'origin_city': 'Los Angeles', 'return_date': '4th of this month'}",Where are you departing from and when do you plan to return?,I will be departing from Los Angeles and returning on the 4th of this month.,"[0.6, 0.8, 0.4, 0.6, 0.4]","[0.6, 0.6, 0.4, 0.6, 0.4]","[0.1627422720193863, 0.24277591705322266, 0.18790218234062195, 0.18342061340808868, 0.2231590747833252]","[0.1615218073129654, 0.24146758019924164, 0.18024703860282898, 0.1809990555047989, 0.2357645034790039]","[0.4372577279806137, 0.5572240829467774, 0.21209781765937807, 0.4165793865919113, 0.17684092521667483]","[0.4384781926870346, 0.35853241980075834, 0.21975296139717104, 0.4190009444952011, 0.16423549652099612]"
55,Your reservation has been made. The price range is moderate.,"Thanks, I want to add it to my calendar.","Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {'event_date': '[CLS]'}",Your reservation has been made. The price range is moderate.,"Thanks, I want to add it to my calendar.","[0.6, 0.8, 0.2, 0.4, 0.3]","[0.5, 0.6, 0.4, 0.6, 0.4]","[0.17063145339488983, 0.2254912257194519, 0.19709070026874542, 0.1840483844280243, 0.22273829579353333]","[0.16206961870193481, 0.23806464672088623, 0.19272643327713013, 0.19639427959918976, 0.21074500679969788]","[0.42936854660511015, 0.5745087742805481, 0.0029092997312545887, 0.21595161557197573, 0.07726170420646666]","[0.3379303812980652, 0.36193535327911375, 0.2072735667228699, 0.4036057204008102, 0.18925499320030215]"
56,4 choices await. What about 4.3 rated Best Western Plus Las Vegas West?,"Ideal, I love that.","Service name: Hotels_3
Active intent: SearchHotel
Requested slots: 
Slot values: {'hotel_name': 'Best Western Plus Las Vegas West'}",4 choices await. What about 4.3 rated Best Western Plus Las Vegas West?,"Ideal, I love that.","[0.6, 0.7, 0.4, 0.6, 0.4]","[0.6, 0.4, 0.4, 0.7, 0.3]","[0.16260744631290436, 0.2412041276693344, 0.1821107119321823, 0.1804119348526001, 0.23366579413414001]","[0.16534395515918732, 0.24536976218223572, 0.19425921142101288, 0.18432331085205078, 0.21070373058319092]","[0.4373925536870956, 0.45879587233066554, 0.2178892880678177, 0.4195880651473999, 0.16633420586586]","[0.43465604484081266, 0.1546302378177643, 0.20574078857898714, 0.5156766891479492, 0.08929626941680907]"
